,Label 0_f1-score,Label 0_precision,Label 0_recall,Label 0_support,Label 1_f1-score,Label 1_precision,Label 1_recall,Label 1_support,accuracy,macro avg_f1-score,macro avg_precision,macro avg_recall,macro avg_support,weighted avg_f1-score,weighted avg_precision,weighted avg_recall,weighted avg_support,method,unbalanced_agents,mu_balanced,mu_1_unbalanced,mu_2_unbalanced,std
99,1.0,1.0,1.0,203.3,1.0,1.0,1.0,111.56666666666666,1.0,1.0,1.0,1.0,314.8666666666667,1.0,1.0,1.0,314.8666666666667,Majority Voting,2,0.75,0.75,0.5,0.01
100,1.0,1.0,1.0,203.3,1.0,1.0,1.0,111.56666666666666,1.0,1.0,1.0,1.0,314.8666666666667,1.0,1.0,1.0,314.8666666666667,Maximum Proposal,2,0.75,0.75,0.5,0.01
101,1.0,1.0,1.0,203.3,1.0,1.0,1.0,111.56666666666666,1.0,1.0,1.0,1.0,314.8666666666667,1.0,1.0,1.0,314.8666666666667,Mean Proposal,2,0.75,0.75,0.5,0.01
102,1.0,1.0,1.0,203.3,1.0,1.0,1.0,111.56666666666666,1.0,1.0,1.0,1.0,314.8666666666667,1.0,1.0,1.0,314.8666666666667,Negotiation - 3x3 Conv Entropy,2,0.75,0.75,0.5,0.01
103,1.0,1.0,1.0,203.3,1.0,1.0,1.0,111.56666666666666,1.0,1.0,1.0,1.0,314.8666666666667,1.0,1.0,1.0,314.8666666666667,Negotiation - 5x5 Conv Entropy,2,0.75,0.75,0.5,0.01
104,1.0,1.0,1.0,203.3,1.0,1.0,1.0,111.56666666666666,1.0,1.0,1.0,1.0,314.8666666666667,1.0,1.0,1.0,314.8666666666667,Negotiation - Mean Entropy,2,0.75,0.75,0.5,0.01
105,1.0,1.0,1.0,203.3,1.0,1.0,1.0,111.56666666666666,1.0,1.0,1.0,1.0,314.8666666666667,1.0,1.0,1.0,314.8666666666667,Negotiation - Pixelwise Entropy,2,0.75,0.75,0.5,0.01
106,1.0,1.0,1.0,203.3,1.0,1.0,1.0,111.56666666666666,1.0,1.0,1.0,1.0,314.8666666666667,1.0,1.0,1.0,314.8666666666667,Weighted Mean - 3x3 Conv Entropy,2,0.75,0.75,0.5,0.01
107,1.0,1.0,1.0,203.3,1.0,1.0,1.0,111.56666666666666,1.0,1.0,1.0,1.0,314.8666666666667,1.0,1.0,1.0,314.8666666666667,Weighted Mean - 5x5 Conv Entropy,2,0.75,0.75,0.5,0.01
108,1.0,1.0,1.0,203.3,1.0,1.0,1.0,111.56666666666666,1.0,1.0,1.0,1.0,314.8666666666667,1.0,1.0,1.0,314.8666666666667,Weighted Mean - Mean Entropy,2,0.75,0.75,0.5,0.01
109,1.0,1.0,1.0,203.3,1.0,1.0,1.0,111.56666666666666,1.0,1.0,1.0,1.0,314.8666666666667,1.0,1.0,1.0,314.8666666666667,Weighted Mean - Pixelwise Entropy,2,0.75,0.75,0.5,0.01
110,1.0,1.0,1.0,400.0,1.0,1.0,1.0,225.0,1.0,1.0,1.0,1.0,625.0,1.0,1.0,1.0,625.0,Majority Voting,2,0.75,0.9,0.4,0.01
111,1.0,1.0,1.0,400.0,1.0,1.0,1.0,225.0,1.0,1.0,1.0,1.0,625.0,1.0,1.0,1.0,625.0,Maximum Proposal,2,0.75,0.9,0.4,0.01
112,1.0,1.0,1.0,400.0,1.0,1.0,1.0,225.0,1.0,1.0,1.0,1.0,625.0,1.0,1.0,1.0,625.0,Mean Proposal,2,0.75,0.9,0.4,0.01
113,1.0,1.0,1.0,400.0,1.0,1.0,1.0,225.0,1.0,1.0,1.0,1.0,625.0,1.0,1.0,1.0,625.0,Negotiation - 3x3 Conv Entropy,2,0.75,0.9,0.4,0.01
114,1.0,1.0,1.0,400.0,1.0,1.0,1.0,225.0,1.0,1.0,1.0,1.0,625.0,1.0,1.0,1.0,625.0,Negotiation - 5x5 Conv Entropy,2,0.75,0.9,0.4,0.01
115,1.0,1.0,1.0,400.0,1.0,1.0,1.0,225.0,1.0,1.0,1.0,1.0,625.0,1.0,1.0,1.0,625.0,Negotiation - Mean Entropy,2,0.75,0.9,0.4,0.01
116,1.0,1.0,1.0,400.0,1.0,1.0,1.0,225.0,1.0,1.0,1.0,1.0,625.0,1.0,1.0,1.0,625.0,Negotiation - Pixelwise Entropy,2,0.75,0.9,0.4,0.01
117,1.0,1.0,1.0,400.0,1.0,1.0,1.0,225.0,1.0,1.0,1.0,1.0,625.0,1.0,1.0,1.0,625.0,Weighted Mean - 3x3 Conv Entropy,2,0.75,0.9,0.4,0.01
118,1.0,1.0,1.0,400.0,1.0,1.0,1.0,225.0,1.0,1.0,1.0,1.0,625.0,1.0,1.0,1.0,625.0,Weighted Mean - 5x5 Conv Entropy,2,0.75,0.9,0.4,0.01
119,1.0,1.0,1.0,400.0,1.0,1.0,1.0,225.0,1.0,1.0,1.0,1.0,625.0,1.0,1.0,1.0,625.0,Weighted Mean - Mean Entropy,2,0.75,0.9,0.4,0.01
