,accuracy,bird_f1-score,bird_precision,bird_recall,bird_support,cat_f1-score,cat_precision,cat_recall,cat_support,dog_f1-score,dog_precision,dog_recall,dog_support,horse_f1-score,horse_precision,horse_recall,horse_support,macro avg_f1-score,macro avg_precision,macro avg_recall,macro avg_support,other_f1-score,other_precision,other_recall,other_support,weighted avg_f1-score,weighted avg_precision,weighted avg_recall,weighted avg_support,method,a,b,micro avg_f1-score,micro avg_precision,micro avg_recall,micro avg_support
282,,0.006758739271476027,0.5,0.0034074074074074076,225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013517478542952055,0.10000000000000002,0.0006814814814814816,225.0,0.0,0.0,0.0,0.0,0.006758739271476027,0.5,0.0034074074074074076,225.0,Negotiation - Pixelwise Entropy,0.3778,0.6444,0.003407407407407408,0.0034074074074074076,0.0034074074074074076,225.0
283,,0.0,0.0,0.0,225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0,Negotiation - Mean Entropy,0.3778,0.6444,0.0,0.0,0.0,225.0
284,,0.0,0.0,0.0,225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0,Negotiation - 3x3 Conv Entropy,0.3778,0.6444,0.0,0.0,0.0,225.0
285,,0.0,0.0,0.0,225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0,Negotiation - 5x5 Conv Entropy,0.3778,0.6444,0.0,0.0,0.0,225.0
286,,0.0002949852507374631,0.03333333333333333,0.00014814814814814815,225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.899705014749262e-05,0.006666666666666667,2.962962962962963e-05,225.0,0.0,0.0,0.0,0.0,0.0002949852507374631,0.03333333333333333,0.00014814814814814815,225.0,Majority Voting,0.3778,0.7333,0.00014814814814814815,0.00014814814814814815,0.00014814814814814815,225.0
287,,0.0,0.0,0.0,225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0,Mean Proposal,0.3778,0.7333,0.0,0.0,0.0,225.0
288,,0.013730748264396238,0.7,0.006962962962962963,225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002746149652879246,0.14000000000000004,0.0013925925925925933,225.0,0.0,0.0,0.0,0.0,0.013730748264396238,0.7,0.006962962962962963,225.0,Maximum Proposal,0.3778,0.7333,0.006962962962962964,0.006962962962962963,0.006962962962962963,225.0
289,,0.0017699115044247787,0.2,0.0008888888888888889,225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00035398230088495576,0.04,0.00017777777777777776,225.0,0.0,0.0,0.0,0.0,0.0017699115044247787,0.2,0.0008888888888888889,225.0,Weighted Mean - Pixelwise Entropy,0.3778,0.7333,0.0008888888888888889,0.0008888888888888889,0.0008888888888888889,225.0
290,,0.0,0.0,0.0,225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0,Weighted Mean - Mean Entropy,0.3778,0.7333,0.0,0.0,0.0,225.0
291,,0.0,0.0,0.0,225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0,Weighted Mean - 3x3 Conv Entropy,0.3778,0.7333,0.0,0.0,0.0,225.0
292,,0.0,0.0,0.0,225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0,Weighted Mean - 5x5 Conv Entropy,0.3778,0.7333,0.0,0.0,0.0,225.0
293,,0.002064896755162242,0.23333333333333334,0.001037037037037037,225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004129793510324484,0.04666666666666666,0.0002074074074074074,225.0,0.0,0.0,0.0,0.0,0.002064896755162242,0.23333333333333334,0.001037037037037037,225.0,Negotiation - Pixelwise Entropy,0.3778,0.7333,0.001037037037037037,0.001037037037037037,0.001037037037037037,225.0
